data_extracao;dep_administrativa;tipo;codigo;inep;nome;abr_nome;logradouro;numero;bairro;cep;latitude;longitude;telefone;email;url_website;blog;twitter;facebook;reg_conselho_tutelar;desc_reg_conselho_tutelar;reg_orcamento_part;desc_reg_orcamento_part;situacao_funcionamento;convenio_municipal;convenio_estadual;convenio_federal;convenio_fasc;escola_especial;cat_part_privada;cat_part_comunitaria;cat_part_confessional;cat_part_filantropica;mant_empresa_privada;mant_sindicato;mant_sistema_s;mant_ong;mant_apae;;
2022-01-01 04:20:54.753;MUNICIPAL;EDUCAÃ‡ÃƒO INFANTIL;141;43185401;EMEI MAMÃƒE CORUJA                                       ;MAMÃƒE CORUJA                  ;AV BENTO GONCALVES                                ;642;AZENHA              ;90650000;-300.519;-51.206.599.999.999.900;32310488;mamaecoruja@smed.prefpoa.com.br                   ;http://websmed.portoalegre.rs.gov.br/escolas/mamaecoruja/                                           ;;;;8;CENTRO;16;CENTRO;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;EDUCAÃ‡ÃƒO INFANTIL;142;43048196;EMEI MIGUEL GRANATO VELASQUEZ                           ;MIGUEL VELASQUEZ              ;R ARMANDO COSTA                                   ;0;SARANDI             ;91120450;-299.821;-511.239;33440759;miguelvelasquez@smed.prefpoa.com.br               ;                                                                                                    ;;;;2;SARANDI/NORTE;5;NORTE;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;EDUCAÃ‡ÃƒO INFANTIL;143;43141790;EMEI SANTO EXPEDITO                                     ;SANTO EXPEDITO                ;R SANTO EXPEDITO                                  ;0;RUBEM BERTA         ;91180265;-30.007.399.999.999.900;-5.110.039.999.999.990;32895911;liaf.fadini@smed.prefpoa.com.br                   ;                                                                                                    ;;;;10;NORDESTE/EIXO BALTAZAR;14;EIXO BALTAZAR;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;201;43105440;EMEF AFONSO GUERREIRO LIMA                              ;AFONSO                        ;R GUAIBA - LOMBA DO PINHEIRO                      ;203;LOMBA DO PINHEIRO   ;91560640;-30.111.348;-51.112.296;33191011;emef.afonsoguerreiro@smed.prefpoa.com.br          ;http://websmed.portoalegre.rs.gov.br/escolas/guerreiro/                                             ;;;;9;LOMBA DO PINHEIRO/AGRONOMIA;4;LOMBA DO PINHEIRO;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;202;43107842;EMEF SEN ALBERTO PASQUALINI                             ;PASQUALINI                    ;R TEN ARIZOLY FAGUNDES                            ;250;RESTINGA            ;91790520;-30.152.845;-51.143.479;32501648;emef.albertopasqualini@smed.prefpoa.com.br        ;http://websmed.portoalegre.rs.gov.br/escolas/pasqualini/                                            ;;;;7;RESTINGA/EXTREMO-SUL;8;RESTINGA;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;203;43105459;EMEF AMÃ‰RICA                                            ;AMÃ‰RICA                       ;RUA PADRE ANGELO COSTA                            ;175;PARTENON            ;91520161;-30.078.504;-51.167.846.999.999.900;33181076;emef.america@smed.prefpoa.com.br                  ;http://websmed.portoalegre.rs.gov.br/escolas/america/                                               ;;;;4;PARTENON;7;PARTENON;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;204;43105467;EMEF ARAMY SILVA                                        ;ARAMY                         ;R CHICO PEDRO                                     ;390;CAMAQUÃƒ             ;91910650;-30.097.866;-51.241.577;32413382;emef.aramysilva@smed.prefpoa.com.br               ;http://websmed.portoalegre.rs.gov.br/escolas/aramy/                                                 ;;;;5;GLÃ“RIA/CRUZEIRO/CRISTAL;11;CRISTAL;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;205;43105475;EMEF DÃ‰CIO MARTINS COSTA                                ;DÃ‰CIO                         ;R CRISTOVAO JAQUES                                ;488;SARANDI             ;91140420;-29.988.972;-51.107.087;33472935;emef.deciocosta@smed.prefpoa.com.br               ;http://websmed.portoalegre.rs.gov.br/escolas/decio/                                                 ;;;;10;NORDESTE/EIXO BALTAZAR;5;NORTE;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;206;43105483;EMEF DOLORES ALCARAZ CALDAS                             ;DOLORES                       ;R DR CARLOS NIEDERAUER HOFMEISTER                 ;85;RESTINGA            ;91790020;-30.151.252;-51.137.753;32501609;emef.dolorescaldas@smed.prefpoa.com.br            ;http://websmed.portoalegre.rs.gov.br/escolas/dolores/                                               ;;;;7;RESTINGA/EXTREMO-SUL;8;RESTINGA;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;207;43109071;EMEF PROF GILBERTO JORGE GONÃ‡ALVES DA SILVA             ;GILBERTO JORGE                ;R MORRO ALTO                                      ;433;IPANEMA             ;91751650;-30.137.165.999.999.900;-51.211.226.999.999.900;32464603;emef.gilbertojorge@hotmail.com                    ;http://websmed.portoalegre.rs.gov.br/escolas/gjorge/                                                ;;;;6;CENTRO SUL/SUL;15;SUL;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;208;43108571;EMEF GRANDE ORIENTE DO RGS                              ;GRANDE ORIENTE                ;R WOLFRAM METZLER                                 ;600;RUBEM BERTA         ;91250320;-30.024.317;-51.104.082;33661602;emef.grandeoriente@smed.prefpoa.com.br            ;http://websmed.portoalegre.rs.gov.br/escolas/oriente/                                               ;;;;10;NORDESTE/EIXO BALTAZAR;14;EIXO BALTAZAR;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;209;43107508;EMEF GOV ILDO MENEGHETTI                                ;ILDO                          ;R JAYME CYRINO MACHADO DE OLIVEIRA                ;250;SANTA ROSA DE LIMA  ;91160060;-29.993.514;-51.105.236;32895930;emef.ildomeneghetti@smed.prefpoa.com.br           ;http://websmed.portoalegre.rs.gov.br/escolas/ildo/                                                  ;;;;2;SARANDI/NORTE;5;NORTE;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;210;43105491;EMEF JOSÃ‰ LOUREIRO DA SILVA                             ;LOUREIRO                      ;AV CAPIVARI                                       ;1999;CRISTAL             ;90810070;-30.082.424;-51.232.502;32665175;emef.loureirodasilva@smed.prefpoa.com.br          ;http://websmed.portoalegre.rs.gov.br/escolas/loureiro/                                              ;;;;5;GLÃ“RIA/CRUZEIRO/CRISTAL;10;CRUZEIRO;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;211;43108563;EMEF PRES JOÃƒO BELCHIOR MARQUES GOULART                 ;JOÃƒO GOULART                  ;R JOAO LUIZ PUFAL                                 ;100;SARANDI             ;91120530;-29.979.264.999.999.900;-51.126.152.999.999.900;32895939;emef.joaogoulart@smed.prefpoa.com.br              ;http://websmed.portoalegre.rs.gov.br/escolas/goulart/                                               ;;;;2;SARANDI/NORTE;5;NORTE;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;212;43109055;EMEF PROF JUDITH MACEDO DE ARAÃšJO                       ;JUDITH                        ;RUA SAUL CONSTANTINO VL SJ COMUNITÃRIA            ;100;VILA SÃƒO JOSÃ‰       ;91520716;-30.076.075;-51.163.616.999.999.900;33851308;emef.judithdearaujo@smed.prefpoa.com.br           ;http://websmed.portoalegre.rs.gov.br/escolas/judith/                                                ;;;;4;PARTENON;7;PARTENON;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;213;43109098;EMEF PROF LARRY JOSÃ‰ RIBEIRO ALVES                      ;LARRY ALVES                   ;AV ECON NILO WULFF                                ;1000;RESTINGA            ;91790000;-3.015.065;-51.143.603;32501656;emef.larry@smed.prefpoa.com.br                    ;http://websmed.portoalegre.rs.gov.br/escolas/larry/                                                 ;;;;7;RESTINGA/EXTREMO-SUL;8;RESTINGA;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;214;43109063;EMEF LEOCÃDIA FELIZARDO PRESTES                         ;LEOCÃDIA                      ;R ROMEU DE VASCONCELLOS ROSA                      ;10;VILA NOVA           ;91751370;-30.129.188;-51.216.406;32464648;emef.leocadiaprestes@smed.prefpoa.com.br          ;http://websmed.portoalegre.rs.gov.br/escolas/leocadia/                                              ;;;;6;CENTRO SUL/SUL;12;CENTRO-SUL;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;EDUCAÃ‡ÃƒO INFANTIL, ENSINO FUNDAMENTAL, ENSINO MÃ‰DIO, NORMAL/MAGISTÃ‰RIO, PROFISSIONALIZANTE;215;43105505;EMEB DR LIBERATO SALZANO VIEIRA DA CUNHA                ;LIBERATO                      ;R XAVIER DE CARVALHO                              ;274;SARANDI             ;91110440;-29.993.935;-51.133.246;32895964;emeb.liberatosalzano@smed.prefpoa.com.br          ;http://websmed.portoalegre.rs.gov.br/escolas/liberato/                                              ;;;;2;SARANDI/NORTE;5;NORTE;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;216;43109101;EMEF VER MARTIM ARANHA                                  ;MARTIM ARANHA                 ;R CONEGO PAULO ISIDORO DE NADAL                   ;1;SANTA TEREZA        ;90830540;-30.085.076;-51.228.443;32666228;emef.martimaranha@smed.prefpoa.com.br             ;http://websmed.portoalegre.rs.gov.br/escolas/martim/                                                ;;;;5;GLÃ“RIA/CRUZEIRO/CRISTAL;10;CRUZEIRO;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;217;43105513;EMEF NOSSA SENHORA DE FÃTIMA                            ;FÃTIMA                        ;R A VILA N S FATIMA-DIVINEIA                      ;15;BOM JESUS           ;91420701;-30.046.837;-51.158.048;33383695;emef.fatima@smed.prefpoa.com.br                   ;http://websmed.portoalegre.rs.gov.br/escolas/fatima/                                                ;;;;3;BOM JESUS/LESTE;3;LESTE;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;218;43105521;EMEF PEPITA DE LEÃƒO                                     ;PEPITA                        ;R ESTADIO                                         ;29;PASSO DAS PEDRAS    ;91230030;-30.015.379;-51.128.178;33441522;emef.pepitadeleao@smed.prefpoa.com.br             ;http://websmed.portoalegre.rs.gov.br/escolas/pepita/                                                ;;;;2;SARANDI/NORTE;14;EIXO BALTAZAR;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;219;43105530;EMEF PRESIDENTE VARGAS                                  ;PRESIDENTE                    ;RUA ANA AURORA DO AMARAL LISBOA                   ;60;PASSO DAS PEDRAS    ;91230000;-30.016.682.999.999.900;-5.112.712;33481732;emef.presidentevargas@smed.prefpoa.com.br         ;http://websmed.portoalegre.rs.gov.br/escolas/presidente/                                            ;;;;2;SARANDI/NORTE;14;EIXO BALTAZAR;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;220;43105548;EMEF HEITOR VILLA LOBOS                                 ;VILLA                         ;AV SANTO DIAS DA SILVA                            ;1;LOMBA DO PINHEIRO   ;91550500;-30.095.022;-51.137.694;33191413;emef.villalobos@smed.prefpoa.com.br               ;http://websmed.portoalegre.rs.gov.br/escolas/villalobos/                                            ;;;;9;LOMBA DO PINHEIRO/AGRONOMIA;4;LOMBA DO PINHEIRO;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;221;43109217;EMEF JOÃƒO ANTONIO SATTE                                 ;JOÃƒO SATTE                    ;AV GAMAL ABDEL NASSER                             ;500;RUBEM BERTA         ;91170001;-29.999.548;-51.092.938;32895879;emef.joaosatte@smed.prefpoa.com.br                ;http://websmed.portoalegre.rs.gov.br/escolas/joaosatte/satte/                                       ;;;;10;NORDESTE/EIXO BALTAZAR;5;NORTE;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;222;43109195;EMEF PROF ANA IRIS DO AMARAL                            ;ANA IRIS                      ;AV MARIO MENEGHETTI                               ;1000;MORRO SANTANA       ;91260190;-30.031.062;-51.125.223;33862690;emef.anairis@smed.prefpoa.com.br                  ;http://websmed.portoalegre.rs.gov.br/escolas/anairis/                                               ;;;;3;BOM JESUS/LESTE;3;LESTE;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;223;43169490;EMEF JOSE MARIANO BECK                                  ;MARIANO                       ;AV JOAQUIM PORTO VILLANOVA                        ;135;JARDIM CARVALHO     ;91410400;-30.048.134;-51.156.208;33383985;emef.marianobeck@smed.prefpoa.com.br              ;http://websmed.portoalegre.rs.gov.br/escolas/mariano/                                               ;;;;3;BOM JESUS/LESTE;3;LESTE;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;224;43109080;EMEF VER CARLOS PESSOA DE BRUM                          ;PESSOA DE BRUM                ;R ABOLICAO                                        ;1;RESTINGA            ;91790130;-30.156.746;-51.135.767;32501698;emef.pessoadebrum@smed.prefpoa.com.br             ;http://websmed.portoalegre.rs.gov.br/escolas/pessoa/                                                ;;;;7;RESTINGA/EXTREMO-SUL;8;RESTINGA;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;225;43179002;EMEEF PROF ELYSEU PAGLIOLI                              ;ELYSEU PAGLIOLI               ;R BUTUI                                           ;221;CRISTAL             ;90820150;-30.086.837;-51.238.018;32414985;emeef.elyseupaglioli@smed.prefpoa.com.br          ;http://websmed.portoalegre.rs.gov.br/escolas/elyseu/                                                ;;;;5;GLÃ“RIA/CRUZEIRO/CRISTAL;11;CRISTAL;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;226;43109233;EMEF GABRIEL OBINO                                      ;GABRIEL OBINO                 ;AV ENG LUDOLFO BOEHL                              ;1402;CASCATA             ;91720150;-30.083.766;-51.200.002;32895934;emef.gabrielobino@smed.prefpoa.com.br             ;http://websmed.portoalegre.rs.gov.br/escolas/obino/                                                 ;;;;5;GLÃ“RIA/CRUZEIRO/CRISTAL;9;GLÃ“RIA;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;227;43172482;EMEF VER ANTÃ”NIO GIÃšDICE                                ;ANTÃ”NIO GIÃšDICE               ;RUA DR CAIO BRANDÃƒO DE MELLO                      ;1;HUMAITÃ             ;90250110;-29.980.423;-51.185.486;33741808;emef.antoniogiudice@smed.prefpoa.com.br           ;http://websmed.portoalegre.rs.gov.br/escolas/giudice/                                               ;;;;1;ILHAS, HUMAITA/NAVEGANTES;1;HUMAITÃ/NAVEGANTES;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;228;43109209;EMEF LAURO RODRIGUES                                    ;LAURO RODRIGUES               ;R DR MARINO ABRAHAO                               ;240;PASSO DAS PEDRAS    ;91230260;-30.018.017;-51.123.867;33481132;emef.laurorodrigues@smed.prefpoa.com.br           ;http://websmed.portoalegre.rs.gov.br/escolas/lauro/                                                 ;;;;2;SARANDI/NORTE;14;EIXO BALTAZAR;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;229;43109144;EMEF LIDOVINO FANTON                                    ;LIDOVINO                      ;R MANOEL FARIA DA ROSA PRIMO                      ;940;RESTINGA            ;91790770;-301.611;-511.437;32891895;escolalidovinofanton@gmail.com                    ;http://websmed.portoalegre.rs.gov.br/escolas/lidovino/                                              ;;;;7;RESTINGA/EXTREMO-SUL;8;RESTINGA;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;230;43178995;EMEEF PROF LYGIA MORRONE AVERBUCK                       ;LYGIA                         ;R SAO JOSEMARIA ESCRIVA                           ;0;JARDIM DO SALSO     ;91410000;-30.054.371;-51.166.291;33381518;emeef.lygiaaverbuck@smed.prefpoa.com.br           ;http://websmed.portoalegre.rs.gov.br/escolas/lygia/                                                 ;;;;3;BOM JESUS/LESTE;3;LESTE;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;231;43109128;EMEF DEP MARCÃRIO GOULART LOUREIRO                      ;MARCÃRIO                      ;RUA SAIBREIRA                                     ;1;CORONEL APARÃCIO BOR;91510350;-30.076.641;-51.173.593;33156069;emef.marcirioloureiro@smed.prefpoa.com.br         ;http://websmed.portoalegre.rs.gov.br/escolas/marcirio/                                              ;;;;4;PARTENON;7;PARTENON;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;232;43109225;EMEF DEP VICTOR ISSLER                                  ;VICTOR ISSLER                 ;R DEZENOVE DE FEVEREIRO                           ;330;MARIO QUINTANA      ;91270450;-30.035.411.999.999.900;-51.116.865.999.999.900;33862097;emef.victorissler@smed.prefpoa.com.br             ;http://websmed.portoalegre.rs.gov.br/escolas/victor/                                                ;;;;3;BOM JESUS/LESTE;6;NORDESTE;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;233;43179010;EMEEF PROF LUIZ FRANCISCO LUCENA BORGES                 ;LUCENA                        ;R CLAUDIO MANOEL DA COSTA                         ;270;JARDIM SABARÃ       ;91210250;-30.034.029.999.999.900;-51.146.037;33383350;emeef.lucenaborges@smed.prefpoa.com.br            ;http://websmed.portoalegre.rs.gov.br/escolas/lucena/                                                ;;;;3;BOM JESUS/LESTE;3;LESTE;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;234;43172474;EMEF JEAN PIAGET                                        ;JEAN PIAGET                   ;AV MAJOR MANOEL JOSE MONTEIRO                     ;1;RUBEM BERTA         ;91170570;-30.004.744;-51.094.987.999.999.900;33662480;emef.jeanpiaget@smed.prefpoa.com.br               ;http://websmed.portoalegre.rs.gov.br/escolas/jeanpiaget                                             ;;;;10;NORDESTE/EIXO BALTAZAR;5;NORTE;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;235;43172490;EMEF PROF ANÃSIO TEIXEIRA                               ;ANÃSIO                        ;RUA FRANCISCO MATTOS TERRES                       ;40;HÃPICA              ;91755070;-30.159.502;-51.200.323;32641540;emef.anisioteixeira@smed.prefpoa.com.br           ;http://websmed.portoalegre.rs.gov.br/escolas/anisio/                                                ;;;;6;CENTRO SUL/SUL;15;SUL;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;236;43179029;EMEEF TRISTÃƒO SUCUPIRA VIANNA                           ;TRISTÃƒO                       ;AV ECON NILO WULFF                                ;955;RESTINGA            ;91790000;-30.150.062;-51.145.814;32501527;emeef.tristaovianna@smed.prefpoa.com.br           ;http://websmed.portoalegre.rs.gov.br/escolas/tristao/                                               ;;;;7;RESTINGA/EXTREMO-SUL;8;RESTINGA;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;237;43167535;EMEF SÃƒO PEDRO                                          ;SAO PEDRO                     ;AV DEPUTADO ADÃƒO PRETTO                           ;1190;LOMBA DO PINHEIRO   ;91570730;-30.112.839;-51.101.099;33191206;emef.saopedro@smed.prefpoa.com.br                 ;http://websmed.portoalegre.rs.gov.br/escolas/saopedro/                                              ;;;;9;LOMBA DO PINHEIRO/AGRONOMIA;4;LOMBA DO PINHEIRO;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
